LSOA code (2011),la19nm,england_imd_rank,england_imd_decile,london_imd_rank,london_imd_decile,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) rank - England,Index of Multiple Deprivation (IMD) decile - England,Index of Multiple Deprivation (IMD) rank rebased for London,Index of Multiple Deprivation (IMD) decile rebased for London,Index of Multiple Deprivation (IMD) quintile rebased for London
E01000588,Brent,10086,4,1663,4,"6,975",5,6699,3,7873,3,11356,4,7862,3,958,2,12812,7,24265,7,15943,4,Brent 002E,E09000005,Brent,10086.0,4.0,1663.0,4.0,2.0
E01000589,Brent,15004,5,2581,6,"9,645",6,18377,7,14362,6,16935,6,14517,6,881,2,15394,8,25083,7,17356,4,Brent 001B,E09000005,Brent,15004.0,5.0,2581.0,6.0,3.0
E01000590,Brent,15271,5,2623,6,"7,336",5,15315,6,11879,5,15707,5,16134,7,1836,4,13536,8,18279,5,24468,7,Brent 001C,E09000005,Brent,15271.0,5.0,2623.0,6.0,3.0
E01000591,Brent,13852,5,2388,5,"6,876",4,25671,9,16995,7,22156,7,5682,2,511,2,9457,5,25158,7,19655,5,Brent 003F,E09000005,Brent,13852.0,5.0,2388.0,5.0,3.0
E01000592,Brent,13808,5,2380,5,"7,598",5,17255,7,13225,6,17233,6,7237,3,1257,3,14840,8,19960,5,20219,5,Brent 001D,E09000005,Brent,13808.0,5.0,2380.0,5.0,3.0
E01000593,Brent,14685,5,2523,6,"6,571",4,13996,6,11207,5,16945,6,18275,8,691,2,16573,9,25860,7,21299,6,Brent 001E,E09000005,Brent,14685.0,5.0,2523.0,6.0,3.0
E01000594,Brent,16924,6,2919,7,"8,937",5,17303,7,15550,6,27478,9,12897,6,592,2,9783,6,31050,10,21251,6,Brent 001F,E09000005,Brent,16924.0,6.0,2919.0,7.0,4.0
E01000595,Brent,2994,1,83,1,"3,717",3,7675,3,4346,2,3697,1,7422,3,55,1,6497,3,7821,1,6793,1,Brent 027A,E09000005,Brent,2994.0,1.0,83.0,1.0,1.0
E01000596,Brent,2747,1,56,1,"1,891",2,4873,2,3083,1,3934,1,3174,1,18,1,6583,3,15057,3,6889,1,Brent 021A,E09000005,Brent,2747.0,1.0,56.0,1.0,1.0
E01000599,Brent,1969,1,17,1,172,1,2985,1,1254,1,2412,1,4130,2,119,1,5513,3,7318,1,15571,3,Brent 027D,E09000005,Brent,1969.0,1.0,17.0,1.0,1.0
E01000600,Brent,5250,2,467,1,"6,060",4,13814,6,8680,4,7205,2,7733,3,36,1,5910,3,10999,2,10201,2,Brent 027E,E09000005,Brent,5250.0,2.0,467.0,1.0,1.0
E01000601,Brent,1192,1,4,1,"1,790",2,1302,1,906,1,2016,1,1193,1,50,1,15087,8,6133,1,6342,1,Brent 021B,E09000005,Brent,1192.0,1.0,4.0,1.0,1.0
E01000602,Brent,4335,2,279,1,"5,382",4,5509,2,3903,1,4577,1,5430,2,3,1,14105,8,20883,6,11274,2,Brent 021C,E09000005,Brent,4335.0,2.0,279.0,1.0,1.0
E01000603,Brent,4557,2,323,1,"4,217",3,4026,2,3205,1,5067,1,9873,4,110,1,9908,6,20131,5,11375,2,Brent 021D,E09000005,Brent,4557.0,2.0,323.0,1.0,1.0
E01000604,Brent,3443,2,133,1,"1,209",1,4899,2,2555,1,4079,1,6886,3,1,1,13097,7,14436,3,10919,2,Brent 021E,E09000005,Brent,3443.0,2.0,133.0,1.0,1.0
E01000605,Brent,2954,1,77,1,"1,847",2,6658,3,3120,1,3410,1,3617,1,41,1,8753,5,15560,3,8261,1,Brent 021F,E09000005,Brent,2954.0,1.0,77.0,1.0,1.0
E01000606,Brent,14627,5,2511,6,"7,985",5,17390,7,13733,6,17546,6,13148,6,996,3,8220,5,27656,8,21201,6,Brent 016B,E09000005,Brent,14627.0,5.0,2511.0,6.0,3.0
E01000607,Brent,15403,5,2648,6,"5,731",4,18801,7,14715,6,21148,7,20258,9,162,1,14295,8,28504,8,22610,6,Brent 013C,E09000005,Brent,15403.0,5.0,2648.0,6.0,3.0
E01000608,Brent,12668,4,2178,5,"4,856",3,15300,6,12833,5,22021,7,8464,4,347,1,7477,4,23514,6,22086,6,Brent 013D,E09000005,Brent,12668.0,4.0,2178.0,5.0,3.0
E01000609,Brent,13560,5,2342,5,"10,377",6,16943,7,13567,6,20082,7,11412,5,377,1,12111,7,25085,7,18215,4,Brent 016C,E09000005,Brent,13560.0,5.0,2342.0,5.0,3.0
E01000610,Brent,10807,4,1809,4,"7,594",5,15467,6,11814,5,15164,5,8890,4,116,1,16471,9,22177,6,17312,4,Brent 019A,E09000005,Brent,10807.0,4.0,1809.0,4.0,2.0
E01000611,Brent,11357,4,1915,4,"6,222",4,14708,6,12896,5,15083,5,11889,5,395,1,9134,5,18045,4,18687,5,Brent 016D,E09000005,Brent,11357.0,4.0,1915.0,4.0,2.0
E01000612,Brent,12061,4,2054,5,"2,887",2,13454,6,9461,4,18579,6,11648,5,414,1,14684,8,19754,5,20434,5,Brent 019B,E09000005,Brent,12061.0,4.0,2054.0,5.0,3.0
E01000613,Brent,10614,4,1773,4,"2,940",2,12803,5,10146,4,14188,5,20469,9,29,1,10601,6,23619,6,19686,5,Brent 013E,E09000005,Brent,10614.0,4.0,1773.0,4.0,2.0
E01000615,Brent,14567,5,2497,6,"11,279",6,16940,7,16000,7,22068,7,18198,8,25,1,17857,9,25614,7,19267,5,Brent 017B,E09000005,Brent,14567.0,5.0,2497.0,6.0,3.0
E01000616,Brent,13069,4,2255,5,"9,920",6,15359,6,15303,6,19238,6,8414,4,438,1,6505,3,26345,8,21584,6,Brent 020A,E09000005,Brent,13069.0,4.0,2255.0,5.0,3.0
E01000617,Brent,11317,4,1908,4,"6,779",4,14785,6,12801,5,17518,6,3259,1,696,2,10904,6,22280,6,17906,4,Brent 017C,E09000005,Brent,11317.0,4.0,1908.0,4.0,2.0
E01000618,Brent,12895,4,2226,5,"8,471",5,15954,7,11831,5,14522,5,13176,6,953,2,12893,7,25016,7,15524,3,Brent 017D,E09000005,Brent,12895.0,4.0,2226.0,5.0,3.0
E01000619,Brent,14873,5,2555,6,"12,077",7,9349,4,11786,5,18060,6,16420,7,1004,3,17357,9,24782,7,16287,4,Brent 017E,E09000005,Brent,14873.0,5.0,2555.0,6.0,3.0
E01000620,Brent,13624,5,2352,5,"12,962",7,14669,6,13900,6,17564,6,18249,8,596,2,7992,4,29618,9,14440,3,Brent 020B,E09000005,Brent,13624.0,5.0,2352.0,5.0,3.0
E01000621,Brent,10660,4,1779,4,"4,619",3,14674,6,12761,5,18319,6,17460,8,415,1,6793,4,11844,2,13167,3,Brent 020C,E09000005,Brent,10660.0,4.0,1779.0,4.0,2.0
E01000622,Brent,7963,3,1147,3,"5,072",4,11904,5,11502,5,16605,5,3821,2,15,1,6850,4,20292,5,12160,2,Brent 010D,E09000005,Brent,7963.0,3.0,1147.0,3.0,2.0
E01000623,Brent,17826,6,3052,7,"10,497",6,21277,8,16270,7,23544,8,20746,9,1509,4,7856,4,25067,7,19583,5,Brent 005C,E09000005,Brent,17826.0,6.0,3052.0,7.0,4.0
E01000624,Brent,15459,5,2655,6,"13,158",7,14559,6,12802,5,18191,6,21261,9,1008,3,14201,8,25567,7,16383,4,Brent 005D,E09000005,Brent,15459.0,5.0,2655.0,6.0,3.0
E01000625,Brent,12420,4,2127,5,"8,733",5,12789,5,11265,5,17235,6,14967,7,289,1,13871,8,24224,7,17448,4,Brent 009E,E09000005,Brent,12420.0,4.0,2127.0,5.0,3.0
E01000626,Brent,3361,2,116,1,"1,623",2,5188,2,3122,1,5207,1,2771,1,59,1,13902,8,12480,2,8676,1,Brent 010E,E09000005,Brent,3361.0,2.0,116.0,1.0,1.0
E01000627,Brent,4522,2,314,1,"8,631",5,6200,3,6694,3,8651,2,2009,1,72,1,4074,2,18162,4,8998,1,Brent 014E,E09000005,Brent,4522.0,2.0,314.0,1.0,1.0
E01000628,Brent,6391,2,747,2,"5,856",4,11134,5,7808,3,9574,3,5444,2,226,1,5562,3,16366,4,12343,2,Brent 014F,E09000005,Brent,6391.0,2.0,747.0,2.0,1.0
E01000629,Brent,18148,6,3111,7,"13,300",7,18090,7,18534,7,21548,7,16802,7,1726,4,13292,8,26803,8,13888,3,Brent 005E,E09000005,Brent,18148.0,6.0,3111.0,7.0,4.0
E01000630,Brent,8671,3,1322,3,"3,096",3,13378,6,10098,4,11344,4,6115,2,112,1,13633,8,21993,6,15675,3,Brent 026E,E09000005,Brent,8671.0,3.0,1322.0,3.0,2.0
E01000631,Brent,17121,6,2949,7,"9,617",6,19727,8,17299,7,25952,8,15674,7,785,2,9125,5,30560,9,16628,4,Brent 019C,E09000005,Brent,17121.0,6.0,2949.0,7.0,4.0
E01000632,Brent,15543,5,2676,6,"5,147",4,26128,9,16907,7,24656,8,15619,7,1014,3,8102,4,30816,9,9481,1,Brent 029E,E09000005,Brent,15543.0,5.0,2676.0,6.0,3.0
E01000633,Brent,11067,4,1862,4,"2,941",2,17979,7,13044,5,23331,8,6543,3,267,1,8260,5,25775,7,10118,2,Brent 019D,E09000005,Brent,11067.0,4.0,1862.0,4.0,2.0
E01000634,Brent,12873,4,2217,5,"4,946",4,14864,6,12779,5,20074,7,18823,8,53,1,15338,8,24822,7,17344,4,Brent 019E,E09000005,Brent,12873.0,4.0,2217.0,5.0,3.0
E01000635,Brent,8174,3,1204,3,"3,280",3,9601,4,9401,4,14085,5,3059,1,218,1,4826,2,27782,8,17126,4,Brent 020D,E09000005,Brent,8174.0,3.0,1204.0,3.0,2.0
E01000636,Brent,15999,5,2773,6,"11,788",6,17598,7,16781,7,22108,7,17011,8,1158,3,6002,3,30306,9,14573,3,Brent 020E,E09000005,Brent,15999.0,5.0,2773.0,6.0,3.0
E01000637,Brent,11819,4,2014,5,"3,507",3,12596,5,10329,4,12140,4,14552,7,1720,4,7474,4,20954,6,16454,4,Brent 022B,E09000005,Brent,11819.0,4.0,2014.0,5.0,3.0
E01000638,Brent,8516,3,1280,3,"3,702",3,9602,4,9059,4,13668,4,4773,2,948,2,4507,2,19155,5,13201,3,Brent 024A,E09000005,Brent,8516.0,3.0,1280.0,3.0,2.0
E01000639,Brent,12728,4,2190,5,"7,663",5,8450,4,12639,5,18679,6,4948,2,963,2,8030,4,27175,8,20520,5,Brent 022C,E09000005,Brent,12728.0,4.0,2190.0,5.0,3.0
E01000640,Brent,9599,3,1542,4,"3,470",3,8651,4,8592,4,13406,4,12756,6,825,2,4363,2,24661,7,12684,2,Brent 024B,E09000005,Brent,9599.0,3.0,1542.0,4.0,2.0
E01000641,Brent,7673,3,1074,3,"3,346",3,8103,3,6876,3,9441,3,5875,2,1323,3,7492,4,15348,3,12950,2,Brent 024C,E09000005,Brent,7673.0,3.0,1074.0,3.0,2.0
E01000642,Brent,9415,3,1501,4,"3,391",3,4286,2,8268,3,12350,4,10951,5,683,2,4448,2,20971,6,20085,5,Brent 022D,E09000005,Brent,9415.0,3.0,1501.0,4.0,2.0
E01000643,Brent,2011,1,18,1,358,1,4269,2,1751,1,1910,1,3157,1,301,1,7599,4,5485,1,13463,3,Brent 024D,E09000005,Brent,2011.0,1.0,18.0,1.0,1.0
E01000644,Brent,10775,4,1801,4,"3,369",3,10583,5,8713,4,12661,4,10994,5,1171,3,6746,4,18965,5,22580,6,Brent 022E,E09000005,Brent,10775.0,4.0,1801.0,4.0,2.0
E01000645,Bromley,31081,10,4765,10,"32,734",10,31500,10,32746,10,32762,10,24199,10,3086,7,20543,10,32553,10,32493,10,Bromley 007A,E09000006,Bromley,31081.0,10.0,4765.0,10.0,5.0
E01000646,Bromley,26185,8,4200,9,"21,323",9,19968,8,22011,8,23779,8,20483,9,3831,8,15419,9,30379,9,30715,9,Bromley 016A,E09000006,Bromley,26185.0,8.0,4200.0,9.0,5.0
E01000647,Bromley,28453,9,4492,10,"19,565",9,25958,9,25133,9,29256,9,20268,9,4288,9,15276,8,29921,9,27100,8,Bromley 016B,E09000006,Bromley,28453.0,9.0,4492.0,10.0,5.0
E01000648,Bromley,28942,9,4555,10,"25,673",10,22053,8,25661,9,27278,9,27590,10,3994,9,16007,9,31426,10,28669,8,Bromley 016C,E09000006,Bromley,28942.0,9.0,4555.0,10.0,5.0
E01000649,Bromley,25707,8,4132,9,"23,632",9,19012,8,21854,8,24646,8,22625,9,2264,5,23147,10,30073,9,30864,9,Bromley 007B,E09000006,Bromley,25707.0,8.0,4132.0,9.0,5.0
E01000650,Bromley,22579,7,3739,8,"14,460",7,28626,10,21002,8,22613,8,18613,8,1230,3,23403,10,28114,8,31798,10,Bromley 022A,E09000006,Bromley,22579.0,7.0,3739.0,8.0,4.0
E01000651,Bromley,24779,8,4008,9,"17,325",8,24972,9,21715,8,27555,9,28542,10,1418,3,17288,9,29963,9,30881,9,Bromley 020A,E09000006,Bromley,24779.0,8.0,4008.0,9.0,5.0
E01000652,Bromley,29124,9,4569,10,"30,264",10,26135,9,29296,10,30896,10,16890,7,3422,8,20099,10,31400,10,28642,8,Bromley 022B,E09000006,Bromley,29124.0,9.0,4569.0,10.0,5.0
E01000653,Bromley,24777,8,4007,9,"26,577",10,28878,10,26720,9,22418,7,25399,10,1701,4,22953,10,24625,7,29010,9,Bromley 016D,E09000006,Bromley,24777.0,8.0,4007.0,9.0,5.0
E01000654,Bromley,27153,9,4322,9,"30,694",10,20121,8,26402,9,28526,9,26661,10,3451,8,25874,10,29051,9,14855,3,Bromley 039A,E09000006,Bromley,27153.0,9.0,4322.0,9.0,5.0
E01000655,Bromley,24376,8,3968,9,"31,850",10,20523,8,26857,9,28669,9,21691,9,1553,4,27953,10,30257,9,14582,3,Bromley 039B,E09000006,Bromley,24376.0,8.0,3968.0,9.0,5.0
E01000656,Bromley,28540,9,4505,10,"26,769",10,25861,9,27019,9,27871,9,16440,7,4593,10,24448,10,31032,10,18327,5,Bromley 039C,E09000006,Bromley,28540.0,9.0,4505.0,10.0,5.0
E01000657,Bromley,21964,7,3665,8,"18,016",8,12006,5,16881,7,19911,7,16328,7,4306,9,25542,10,23664,7,18103,4,Bromley 039D,E09000006,Bromley,21964.0,7.0,3665.0,8.0,4.0
E01000658,Bromley,28425,9,4487,10,"29,360",10,20255,8,26718,9,25293,8,26829,10,4284,9,26727,10,27309,8,19078,5,Bromley 042A,E09000006,Bromley,28425.0,9.0,4487.0,10.0,5.0
E01000659,Bromley,27441,9,4359,10,"26,374",10,23960,9,26080,9,25894,8,22058,9,3691,8,28865,10,29733,9,18374,5,Bromley 039E,E09000006,Bromley,27441.0,9.0,4359.0,10.0,5.0
E01000661,Bromley,5014,2,424,1,"2,885",2,3080,1,3764,1,6884,2,6066,2,322,1,19114,10,13112,3,7916,1,Bromley 026A,E09000006,Bromley,5014.0,2.0,424.0,1.0,1.0
E01000662,Bromley,15994,5,2771,6,"11,226",6,14225,6,14000,6,15344,5,15302,7,2281,5,18863,10,20121,5,15980,4,Bromley 026B,E09000006,Bromley,15994.0,5.0,2771.0,6.0,3.0
E01000663,Bromley,16476,6,2837,6,"10,233",6,17163,7,13067,6,14058,5,19764,8,1763,4,22217,10,23625,7,19515,5,Bromley 026C,E09000006,Bromley,16476.0,6.0,2837.0,6.0,3.0
E01000664,Bromley,15225,5,2617,6,"14,784",7,17354,7,16369,7,17918,6,9935,4,761,2,21913,10,23230,6,16763,4,Bromley 026D,E09000006,Bromley,15225.0,5.0,2617.0,6.0,3.0
E01000665,Bromley,23013,8,3797,8,"23,019",9,22830,8,22371,8,20378,7,20751,9,2552,6,20778,10,30226,9,20360,5,Bromley 033A,E09000006,Bromley,23013.0,8.0,3797.0,8.0,4.0
E01000666,Bromley,29934,10,4656,10,"32,489",10,24565,9,30752,10,30630,10,25066,10,2771,6,25211,10,32579,10,26114,8,Bromley 033B,E09000006,Bromley,29934.0,10.0,4656.0,10.0,5.0
E01000667,Bromley,28484,9,4495,10,"31,928",10,29457,10,31022,10,29281,9,24279,10,1991,5,22191,10,31855,10,26937,8,Bromley 033C,E09000006,Bromley,28484.0,9.0,4495.0,10.0,5.0
E01000668,Bromley,22745,7,3760,8,"11,724",6,21285,8,19463,8,25093,8,12967,6,4388,10,7736,4,27566,8,26517,8,Bromley 020B,E09000006,Bromley,22745.0,7.0,3760.0,8.0,4.0
E01000669,Bromley,26111,8,4188,9,"19,315",8,23671,9,23234,9,23912,8,20628,9,4373,10,12342,7,30294,9,25620,7,Bromley 020C,E09000006,Bromley,26111.0,8.0,4188.0,9.0,5.0
E01000670,Bromley,29576,10,4619,10,"30,057",10,26601,9,29026,10,31079,10,24427,10,2729,6,18524,10,32641,10,32137,10,Bromley 018A,E09000006,Bromley,29576.0,10.0,4619.0,10.0,5.0
E01000671,Bromley,23784,8,3887,9,"14,219",7,25001,9,21835,8,23662,8,21760,9,2625,6,14838,8,25406,7,29281,9,Bromley 020D,E09000006,Bromley,23784.0,8.0,3887.0,9.0,5.0
E01000672,Bromley,27582,9,4382,10,"20,350",9,29834,10,26745,9,28233,9,17959,8,3327,7,19922,10,27069,8,29028,9,Bromley 011A,E09000006,Bromley,27582.0,9.0,4382.0,10.0,5.0
E01000673,Bromley,26712,9,4271,9,"29,266",10,23237,9,25665,9,26718,9,23433,9,2483,6,18540,10,29590,9,28577,8,Bromley 011B,E09000006,Bromley,26712.0,9.0,4271.0,9.0,5.0
E01000674,Bromley,21905,7,3658,8,"7,251",5,17363,7,15480,6,22292,7,17493,8,3330,7,16411,9,26624,8,27494,8,Bromley 008A,E09000006,Bromley,21905.0,7.0,3658.0,8.0,4.0
E01000675,Bromley,24305,8,3954,9,"25,851",10,26797,9,23329,9,23646,8,14086,6,3453,8,10641,6,31638,10,31355,10,Bromley 018B,E09000006,Bromley,24305.0,8.0,3954.0,9.0,5.0
E01000676,Bromley,13716,5,2368,5,"13,355",7,8468,4,11310,5,14310,5,7521,3,2607,6,9179,5,20785,5,24838,7,Bromley 008B,E09000006,Bromley,13716.0,5.0,2368.0,5.0,3.0
E01000677,Bromley,20694,7,3498,8,"21,082",9,20928,8,24934,9,30002,10,3989,2,2156,5,8104,4,30641,9,29018,9,Bromley 018C,E09000006,Bromley,20694.0,7.0,3498.0,8.0,4.0
E01000678,Bromley,25871,8,4155,9,"23,892",9,28006,10,24606,9,25547,8,27359,10,2302,5,14863,8,30190,9,29123,9,Bromley 016E,E09000006,Bromley,25871.0,8.0,4155.0,9.0,5.0
E01000679,Bromley,25999,8,4174,9,"14,816",7,30850,10,26484,9,27429,9,18295,8,4241,9,8058,4,27775,8,26561,8,Bromley 020E,E09000006,Bromley,25999.0,8.0,4174.0,9.0,5.0
E01000680,Bromley,25580,8,4117,9,"29,230",10,25857,9,28819,10,29577,9,19882,8,1368,3,18898,10,30792,9,25371,7,Bromley 037A,E09000006,Bromley,25580.0,8.0,4117.0,9.0,5.0
E01000681,Bromley,32415,10,4830,10,"32,313",10,32273,10,32622,10,32308,10,29216,10,4553,10,24311,10,32252,10,27331,8,Bromley 035A,E09000006,Bromley,32415.0,10.0,4830.0,10.0,5.0
E01000682,Bromley,31181,10,4767,10,"30,231",10,29659,10,30912,10,30712,10,27933,10,4391,10,20761,10,27366,8,27923,8,Bromley 035B,E09000006,Bromley,31181.0,10.0,4767.0,10.0,5.0
E01000683,Bromley,21817,7,3640,8,"19,351",8,19139,8,20114,8,17137,6,29385,10,2547,6,16274,9,26178,8,24837,7,Bromley 035C,E09000006,Bromley,21817.0,7.0,3640.0,8.0,4.0
E01000684,Bromley,31879,10,4807,10,"30,623",10,31759,10,32061,10,31313,10,32110,10,3528,8,25767,10,32215,10,29957,9,Bromley 035D,E09000006,Bromley,31879.0,10.0,4807.0,10.0,5.0
E01000685,Bromley,21456,7,3601,8,"14,605",7,17783,7,16886,7,16212,5,20561,9,4455,10,24067,10,23918,7,18008,4,Bromley 037B,E09000006,Bromley,21456.0,7.0,3601.0,8.0,4.0
E01000686,Bromley,27949,9,4430,10,"18,848",8,23535,9,21407,8,26859,9,25843,10,3908,9,20581,10,31244,10,27474,8,Bromley 037C,E09000006,Bromley,27949.0,9.0,4430.0,10.0,5.0
E01000687,Bromley,28847,9,4543,10,"26,809",10,19290,8,22787,9,27232,9,28544,10,4504,10,17262,9,28992,9,27385,8,Bromley 037D,E09000006,Bromley,28847.0,9.0,4543.0,10.0,5.0
E01000688,Bromley,32463,10,4832,10,"30,185",10,31289,10,31116,10,31792,10,25773,10,4698,10,25745,10,31549,10,30632,9,Bromley 037E,E09000006,Bromley,32463.0,10.0,4832.0,10.0,5.0
E01000689,Bromley,12957,4,2238,5,"13,931",7,10754,5,11019,5,12010,4,15140,7,1821,4,19163,10,15332,3,16977,4,Bromley 002A,E09000006,Bromley,12957.0,4.0,2238.0,5.0,3.0
E01000690,Bromley,28098,9,4451,10,"21,625",9,31556,10,28005,10,29263,9,8816,4,4280,9,20578,10,31200,10,28491,8,Bromley 002B,E09000006,Bromley,28098.0,9.0,4451.0,10.0,5.0
E01000691,Bromley,20929,7,3533,8,"11,922",7,17121,7,14435,6,18061,6,21242,9,4177,9,18336,9,25706,7,20516,5,Bromley 002C,E09000006,Bromley,20929.0,7.0,3533.0,8.0,4.0
E01000692,Bromley,28643,9,4516,10,"22,489",9,23839,9,25972,9,30294,10,17270,8,4520,10,13507,8,30088,9,27723,8,Bromley 002D,E09000006,Bromley,28643.0,9.0,4516.0,10.0,5.0
E01000693,Bromley,22520,7,3734,8,"26,948",10,28544,10,27710,9,26643,9,10896,5,1296,3,13984,8,29965,9,27887,8,Bromley 010A,E09000006,Bromley,22520.0,7.0,3734.0,8.0,4.0
E01000694,Bromley,27349,9,4348,9,"31,008",10,20063,8,24558,9,25287,8,20220,9,3202,7,21810,10,31796,10,29088,9,Bromley 007C,E09000006,Bromley,27349.0,9.0,4348.0,9.0,5.0
E01000695,Bromley,27622,9,4387,10,"30,952",10,22204,8,27726,9,28642,9,13722,6,3418,8,16575,9,32387,10,29860,9,Bromley 007D,E09000006,Bromley,27622.0,9.0,4387.0,10.0,5.0
E01000696,Bromley,27929,9,4426,10,"31,144",10,31416,10,31679,10,31374,10,7708,3,3145,7,19381,10,32101,10,32251,10,Bromley 007E,E09000006,Bromley,27929.0,9.0,4426.0,10.0,5.0
E01000697,Bromley,31919,10,4808,10,"29,005",10,30949,10,32003,10,32554,10,30451,10,3630,8,21665,10,32084,10,32487,10,Bromley 007F,E09000006,Bromley,31919.0,10.0,4808.0,10.0,5.0
E01000698,Bromley,19941,7,3391,8,"29,704",10,28218,10,30002,10,28363,9,1974,1,893,2,23428,10,30873,9,26782,8,Bromley 010B,E09000006,Bromley,19941.0,7.0,3391.0,8.0,4.0
E01000699,Bromley,14234,5,2446,6,"12,085",7,12640,5,11486,5,14358,5,14203,6,3416,8,9801,6,19417,5,15246,3,Bromley 015A,E09000006,Bromley,14234.0,5.0,2446.0,6.0,3.0
E01000700,Bromley,20231,7,3429,8,"13,376",7,17951,7,17381,7,16634,6,21244,9,3614,8,10983,6,25539,7,24649,7,Bromley 013A,E09000006,Bromley,20231.0,7.0,3429.0,8.0,4.0
E01000701,Bromley,21278,7,3578,8,"10,751",6,17664,7,16326,7,19667,7,24320,10,3894,9,8886,5,26453,8,26125,8,Bromley 015B,E09000006,Bromley,21278.0,7.0,3578.0,8.0,4.0
E01000702,Bromley,24366,8,3965,9,"14,735",7,31246,10,25086,9,26069,8,20044,9,3618,8,6729,4,26628,8,28721,8,Bromley 013B,E09000006,Bromley,24366.0,8.0,3965.0,9.0,5.0
E01000703,Bromley,23918,8,3901,9,"22,046",9,24242,9,24308,9,25897,8,15753,7,3875,9,5026,2,29755,9,31982,10,Bromley 013C,E09000006,Bromley,23918.0,8.0,3901.0,9.0,5.0
E01000704,Bromley,24111,8,3928,9,"19,649",9,22310,8,22246,8,23931,8,15285,7,4227,9,10720,6,29210,9,24444,7,Bromley 015C,E09000006,Bromley,24111.0,8.0,3928.0,9.0,5.0
E01000705,Bromley,17604,6,3012,7,"14,581",7,15348,6,15909,7,15229,5,13837,6,2803,6,8055,4,28008,8,27459,8,Bromley 015D,E09000006,Bromley,17604.0,6.0,3012.0,7.0,4.0
E01000706,Bromley,17373,6,2977,7,"11,013",6,17248,7,15552,6,16628,5,15053,7,2569,6,10389,6,25524,7,21427,6,Bromley 013D,E09000006,Bromley,17373.0,6.0,2977.0,7.0,4.0
E01000707,Bromley,32027,10,4814,10,"28,499",10,31390,10,31733,10,30974,10,26874,10,4823,10,13168,7,32436,10,30923,9,Bromley 041A,E09000006,Bromley,32027.0,10.0,4814.0,10.0,5.0
E01000708,Bromley,27232,9,4333,9,"21,041",9,27371,9,26412,9,25782,8,19172,8,4218,9,13784,8,28005,8,27469,8,Bromley 041B,E09000006,Bromley,27232.0,9.0,4333.0,9.0,5.0
E01000709,Bromley,17782,6,3046,7,"11,566",6,20591,8,15610,7,16410,5,22863,9,2193,5,16658,9,17588,4,22448,6,Bromley 006A,E09000006,Bromley,17782.0,6.0,3046.0,7.0,4.0
E01000710,Bromley,24099,8,3927,9,"22,600",9,13598,6,22339,8,29282,9,9883,4,2360,5,17783,9,30932,9,29146,9,Bromley 006B,E09000006,Bromley,24099.0,8.0,3927.0,9.0,5.0
E01000711,Bromley,22423,7,3725,8,"18,155",8,15558,6,20929,8,27013,9,12257,5,1822,4,18971,10,31518,10,22890,6,Bromley 006C,E09000006,Bromley,22423.0,7.0,3725.0,8.0,4.0
E01000712,Bromley,28325,9,4476,10,"26,007",10,25556,9,28634,10,30734,10,12240,5,3174,7,20991,10,32500,10,29692,9,Bromley 012A,E09000006,Bromley,28325.0,9.0,4476.0,10.0,5.0
E01000713,Bromley,26931,9,4299,9,"26,346",10,27554,9,27862,10,27784,9,17758,8,2241,5,19939,10,30862,9,29530,9,Bromley 012B,E09000006,Bromley,26931.0,9.0,4299.0,9.0,5.0
E01000714,Bromley,24549,8,3983,9,"24,623",9,15609,6,22867,9,26974,9,11143,5,3699,8,14455,8,31679,10,24073,7,Bromley 006D,E09000006,Bromley,24549.0,8.0,3983.0,9.0,5.0
E01000715,Bromley,28816,9,4540,10,"23,097",9,31394,10,28283,10,28519,9,16942,7,4169,9,16039,9,28607,9,30994,9,Bromley 012C,E09000006,Bromley,28816.0,9.0,4540.0,10.0,5.0
E01000716,Bromley,27657,9,4396,10,"20,909",9,24182,9,22448,8,26115,8,23773,10,3601,8,21182,10,28177,8,31307,10,Bromley 011C,E09000006,Bromley,27657.0,9.0,4396.0,10.0,5.0
E01000717,Bromley,26511,9,4243,9,"23,373",9,18511,7,23743,9,27144,9,25532,10,2341,5,16525,9,31857,10,29937,9,Bromley 011D,E09000006,Bromley,26511.0,9.0,4243.0,9.0,5.0
E01000718,Bromley,9395,3,1494,4,"7,863",5,8005,3,8372,3,10745,3,14658,7,493,2,6447,3,24973,7,15940,4,Bromley 006E,E09000006,Bromley,9395.0,3.0,1494.0,4.0,2.0
E01000719,Bromley,10496,4,1747,4,"15,410",8,5515,2,8678,4,12584,4,6513,3,2549,6,14465,8,13931,3,12511,2,Bromley 019A,E09000006,Bromley,10496.0,4.0,1747.0,4.0,2.0
E01000720,Bromley,3404,2,125,1,"6,050",4,1515,1,2798,1,5812,1,2812,1,230,1,12823,7,14017,3,5647,1,Bromley 019B,E09000006,Bromley,3404.0,2.0,125.0,1.0,1.0
